text,sentiment,category
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum remember photo remember drawing,0.0,neu
service resume several line suspended due activity,-0.4767,neu
surprise happen frequently since active presence platform though never neither state care critical infrastructure vulnerable attack,0.4528,neu
service temporarily suspended service several line due police activity,-0.4767,neu
museum,0.0,neu
city stopped mechanical issue guy row ahead broke wind loudly shamelessly suffering creator endure fan often,-0.7845,neu
least back blame pepper spray incident union square spoiling subway service multiple line say service affected lower per someone something people vomiting left right,-0.6369,neu
museum,0.0,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
museum,0.0,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
museum,0.0,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
double mass transit higher capacity point mode much better congestion answer event good policy damage congestion far outweigh small change traffic,0.3818,neu
museum,0.0,neu
museum,0.0,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
talking point mindless racist drone tucker told like child recite joke get laugh actually understand punch line,0.1027,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
dot look chart note least efficient transport method also polluting emission deadly death annually strive something better,-0.5158,neu
museum,0.0,neu
point realize system mess staff police better system enter exit new clean safety go observe done,0.7096,neu
hey bus stop sign say stop let bus driver know oh wait would logical also know lady green know go ur self,-0.5267,neu
marc line union station operating minute due following regional,0.0,neu
breaking update subway service official said read investigation,0.0,neu
terrible precinct line shut,-0.4767,neg
day bad enough already ready hop track,-0.25,neu
hey going pretend crime rise incident bad significantly likely injured driving versus riding even taking recent spike crime consideration,-0.9274,neg
got ta better,0.4404,pos
minute get time square man come,0.0,neu
update say normal service investigation street union square,0.0,neu
min give option leave enjoy late everything,0.4588,neu
sure notoriously bad wasteful lot get much value better management diverse transportation infra lot need type people,0.4767,neu
update,0.0,neu
baseball celebrate appearance taken station signature orange blue check,0.5719,neu
museum,0.0,neu
home opener tonight tiger coming season opening loss wed dal home opener athletics tonight last time two met forum tiger win,0.3612,neu
activity service suspended multilingual link,-0.4767,neu
activity expect service change service multilingual link,0.0,neu
museum,0.0,neu
museum,0.0,neu
communication tool help keep situation happen usually alternate route option thanks head real time map,0.6808,neu
instead telling happing union square,0.2732,neu
subway control trying bankrupt queen,-0.5574,neu
yo people station waiting long time go place like work third time week wait long time send already please,0.5859,neu
blame pepper spray incident union square spoiling subway service multiple line say service affected lower per someone something air people vomiting left right source,-0.6369,neu
breaking multiple subway line suspended due situation possibly official said,-0.4767,neu
side price new,0.0,neu
apparently something huge going union square affecting people able get around actually,0.3182,neu
got ta love several week repeatedly want give,0.6705,neu
breaking investigating incident street union square subway station,0.0,neu
bad union square good new banding together help bewildered tourist figure new best subway route get going,0.743,neu
recent support ally original tweet link,0.6124,pos
earth bus taking route mid route kicking everyone three bus stop get together,-0.296,neu
report passenger kind substance station station service change click detail,0.5267,neu
stop people know know bad even take crime get rid bail revolving door criminal,-0.9118,neg
activity service suspended,-0.4767,neg
service issue many line lower,-0.296,neu
really bad forget summer,-0.7159,neg
dealing ring hell,-0.6808,neg
hey suck dick,-0.7351,neg
activity service suspended multilingual link,-0.4767,neu
understand economically dark money shill,0.0,neu
joke anyone ever accountable service endless day construction still get little right,0.296,neu
happening union square froze mad hate,-0.7845,neg
thing,0.0,neu
terrible cab,-0.4767,neg
something go even incompetent usual,-0.4767,neu
chile kill,-0.6908,neg
dear get together,0.3818,pos
probably leave station chemical attack pepper spray best,0.2263,neu
going,0.0,neu
recent support ally original tweet link,0.6124,pos
due signal testing queen village departure time branch change westbound depart min later usual see special schedule weekend,0.4019,neu
woman volleyball host annual invitational gym face alumna team pit alum sat alum alum,0.0,neu
suspended service suspended,-0.7351,neg
work crew fix hope regular service soon,0.4404,neu
go find detailed service change line take local bus,0.0,neu
bitch as cop literally still telling people go un station,-0.5859,neu
